"var1","var2","var3","var4","var5", 'States'
"48","s",1.50363783792459,8.54617793275975,29,"Texas"
"49","k",-0.423311989358003,2.46524662710726,50,"Pennsylvania"
"50","h",-0.872076299899461,8.22489881142974,10,"Tennessee"
"51","r",-1.38103240979758,4.88603914249688,13,"Arkansas"
"52","y",1.17439353990171,4.09234608185943,48,"Iowa"
"53","s",0.425049732122655,7.88388181349728,46,"Florida"
"54","v",0.564736252998161,3.90037276328076,45,"Mississippi"
"55","c",-0.864369172824896,2.45162387320306,32,"Nebraska"
"56","x",-0.471007470588701,4.25608725182246,37,"North Dakota"
"57","v",0.552956129775024,6.49337745481171,13,"Alabama"
"58","t",-0.601636993151843,8.24731045018416,37,"Tennessee"
"59","s",2.67109870865599,5.3088680106448,48,"Virginia"
"60","v",0.0532750122932515,3.36435504234396,27,"Arizona"
"61","t",1.1522458005521,4.16495870705694,48,"Arkansas"
"62","z",-1.58541446271212,6.92315699707251,23,"Rhode Island"
"63","w",0.677783454156664,3.52946753893048,34,"Colorado"
"64","x",-2.15430432131336,1.32150996092241,33,"Massachusetts"
"65","r",-0.851494374200606,6.10922679235227,39,"Texas"
"66","e",-1.66284863356616,6.0056305861799,19,"Arkansas"
"67","y",-0.819976445995734,2.97225547162816,34,"Delaware"
"68","y",1.59721533947897,2.18035016162321,36,"Nevada"
"69","f",-0.101445919711058,2.63230278866831,50,"Georgia"
"70","l",-0.803042693559388,1.6206281845225,47,"Texas"
"71","t",1.31597225011168,1.3167829195736,43,"North Dakota"
"72","k",0.75087102149237,5.72253349632956,43,"South Dakota"
"73","b",-0.944191565787595,1.69638915651012,29,"Wisconsin"
"74","m",0.189529617763197,2.98494395066518,36,"Wyoming"
"75","r",0.876234568975588,1.24327275087126,11,"Virginia"
"76","n",-0.17929475284253,8.4802122216206,28,"Louisiana"
"77","v",-0.0250224666072219,1.11923098773696,38,"South Carolina"
"78","s",-2.33313047347712,4.17536773195025,18,"Missouri"
"79","y",1.10094413472993,8.26743975724094,30,"California"
"80","k",0.100841195432345,7.8393676513806,43,"Illinois"
"81","h",-0.895668708842559,7.482006127364,17,"New Jersey"
"82","j",1.43863547475087,8.22019386233296,24,"North Dakota"
"83","j",-0.435835670693941,2.91478933836333,36,"Alabama"
"84","y",1.56598232581987,2.71472056407947,16,"Alabama"
"85","f",-0.718737022156604,6.5489666609792,13,"Colorado"
"86","x",-0.644482106203349,6.70159338181838,19,"Alabama"
"87","b",-1.06490177488489,3.64191311004106,50,"Illinois"
"88","d",1.09172392687509,8.36887064366601,16,"Alaska"
"89","q",0.069377727948797,5.72023854020517,14,"Arizona"
"90","z",-1.7008927753995,5.2946127965115,40,"New Mexico"
"91","m",0.386429244861743,1.64664032205474,40,"Alaska"
"92","v",0.356676726495916,4.77525146596599,17,"Oklahoma"
"93","n",0.520360855717051,3.38869297190104,38,"Kentucky"
"94","o",-0.17478750919494,9.37493341008667,45,"North Carolina"
"95","b",1.0117986098994,4.16188841045368,31,"Ohio"
"96","a",0.984900643430386,6.99596251733601,28,"Tennessee"
"97","o",1.26527175231705,5.83662183606066,38,"Wyoming"
"98","q",0.648364133817339,5.21665434108581,46,"North Dakota"
"99","v",0.924957553481064,9.07469734980259,38,"North Carolina"
"100","l",-0.91659666057521,1.20185524842236,18,"Massachusetts"
